employer,jan,feb,mar,apr,may,total,months_active,avg_per_month,size_category
Stokeville Ltd,0,1,0,0,0,1,1,1.0,1 permit
Stonex Digital International Limited,0,0,0,0,1,1,1,1.0,1 permit
Store Computer Technology Limited,0,2,0,0,0,2,1,2.0,2-5 permits
Storey Broe Nursing Services Limited,1,0,1,4,0,6,3,2.0,6-20 permits
Strangefold Ltd.,0,0,0,1,0,1,1,1.0,1 permit
Strathroy Dairy ROI UC,0,5,1,0,0,6,2,3.0,6-20 permits
Streamline Capital Projects,1,0,0,0,0,1,1,1.0,1 permit
Street Noodle Box Takeaway Limited,1,0,0,0,0,1,1,1.0,1 permit
Stripe Technology Company Limited,10,5,7,4,10,36,5,7.2,21-100 permits
Structive Civil Engineering Ltd,0,0,0,1,0,1,1,1.0,1 permit
Structure Tone Limited,0,0,0,1,0,1,1,1.0,1 permit
Stryker European Operations Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Stryker Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Studio Intelligence Limited,0,0,1,0,0,1,1,1.0,1 permit
Sturdy Products Ltd,1,1,0,1,0,3,3,1.0,2-5 permits
Style Blinds and Interiors Limited,1,0,0,0,0,1,1,1.0,1 permit
Sublime Business Services Limited,0,0,1,0,0,1,1,1.0,1 permit
Submit Software Solutions Limited,0,0,0,1,0,1,1,1.0,1 permit
Suesey Street and No.25 Limited,0,0,0,1,0,1,1,1.0,1 permit
Suffolk Catering Ltd,0,1,0,0,0,1,1,1.0,1 permit
Sugarloaf Ventures Limited,2,2,2,0,0,6,3,2.0,6-20 permits
Suir Engineering Ltd,1,0,2,0,0,3,2,1.5,2-5 permits
Sujjon Enterprises Limited,0,0,0,1,0,1,1,1.0,1 permit
Suki Restaurant Limited,2,0,0,0,2,4,2,2.0,2-5 permits
Sullane Automation Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Sumitomo Mitsui Finance and Leasing Company Ltd,0,0,1,1,1,3,3,1.0,2-5 permits
Summerville Healthcare Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Sun Life Information Services Ireland Limited,1,1,1,0,0,3,3,1.0,2-5 permits
Sundyp Ltd,1,0,0,0,0,1,1,1.0,1 permit
Sunshine Food Product Limited,1,0,0,0,0,1,1,1.0,1 permit
Sunshine Juice Ltd,0,2,1,0,0,3,2,1.5,2-5 permits
Superchef Asian Take Away Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
SUPERGEAR MOTORS LIMITED,1,0,0,0,0,1,1,1.0,1 permit
Superior Health Limited,1,0,0,0,0,1,1,1.0,1 permit
Supermac's Ireland Limited,0,7,4,0,0,11,2,5.5,6-20 permits
Surehaul (Irl) Limited,0,0,1,0,0,1,1,1.0,1 permit
Suretank Limited,0,5,1,0,0,6,2,3.0,6-20 permits
Survey Instrument Services Limited,1,0,0,0,0,1,1,1.0,1 permit
SurveyMonkey Europe Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
SUSE Software Solutions Ireland Ltd,1,0,0,0,0,1,1,1.0,1 permit
Sushi World Limited,0,0,1,0,0,1,1,1.0,1 permit
Susquehanna International Group Limited,2,1,0,2,0,5,3,1.7,2-5 permits
Sustainable Paper Bags Limited,1,0,0,0,0,1,1,1.0,1 permit
SUSTAINABLE WATER NETWORK (SWAN) COMPANY LIMITED BY GUARANTEE,1,0,0,0,0,1,1,1.0,1 permit
Susum Farms Ltd,0,1,0,0,0,1,1,1.0,1 permit
Sutton Central Production Limited,1,0,1,0,0,2,2,1.0,2-5 permits
SW Restaurant Limited,1,0,1,0,2,4,3,1.3,2-5 permits
Swampside LTD,0,0,0,1,0,1,1,1.0,1 permit
Swan Recruitment Limited,1,0,1,0,0,2,2,1.0,2-5 permits
SWAN Youth Services,1,0,0,0,0,1,1,1.0,1 permit
Swappsi Limited,1,0,0,0,0,1,1,1.0,1 permit
Swastik Limited,0,0,0,1,0,1,1,1.0,1 permit
Sweep Auto Limited,1,0,0,0,0,1,1,1.0,1 permit
Sweet Deals Wholesale Limited,0,0,1,0,0,1,1,1.0,1 permit
Swim Max Limited,0,1,0,0,0,1,1,1.0,1 permit
Swissport Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Swords Laboratories Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
Swords Manor Retail,0,1,0,0,0,1,1,1.0,1 permit
SX Engineering Limited,0,0,0,1,0,1,1,1.0,1 permit
Symbioxis Healthcare Limited,1,0,0,0,0,1,1,1.0,1 permit
Synergy Environmental Ltd,0,0,1,0,0,1,1,1.0,1 permit
Synone Dairy Farms Ltd,1,1,1,0,0,3,3,1.0,2-5 permits
Synopsys International Ltd,0,0,1,0,0,1,1,1.0,1 permit
Syrish Food Limited,1,0,0,0,0,1,1,1.0,1 permit
SYSGENIX RISE IT SOLUTIONS LTD,1,0,0,1,0,2,2,1.0,2-5 permits
Systra Limited,1,0,1,0,0,2,2,1.0,2-5 permits
T&C Hospitality Limited,0,1,0,1,0,2,2,1.0,2-5 permits
T&H Kitchen Equipment Ltd,1,0,0,0,0,1,1,1.0,1 permit
T. Nolan & Sons Limited,1,0,0,0,1,2,2,1.0,2-5 permits
T..E. Laboratories Ltd.,0,0,0,0,1,1,1,1.0,1 permit
T.M.S. Environment Limited,0,0,1,0,0,1,1,1.0,1 permit
T8 Restaurant & Bubble Tea Limited,2,0,0,0,0,2,1,2.0,2-5 permits
Tabu Tapas Limited,0,1,0,0,0,1,1,1.0,1 permit
Tailbay Limited,0,0,0,0,1,1,1,1.0,1 permit
Taipan Asian Kitchen Limited,0,0,1,0,0,1,1,1.0,1 permit
Tairgi Caise Buabhaill Chromtha Teoranta,0,0,0,0,1,1,1,1.0,1 permit
Takhir Asian Street Food Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Talbot Building & Civil Engineering Ltd,0,0,0,0,1,1,1,1.0,1 permit
Talbot Films Designated Activity Company,1,1,1,0,0,3,3,1.0,2-5 permits
Talbot Hotel Limited,0,0,0,1,0,1,1,1.0,1 permit
Talink Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Tall Trees Childcare Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Tallaght University Hospital,1,1,1,2,3,8,5,1.6,6-20 permits
Tallon Farm Ltd,0,1,1,0,1,3,3,1.0,2-5 permits
Tallybrooke Ironworks Ltd,0,0,0,1,0,1,1,1.0,1 permit
Talus Brew Pub Limited,0,0,0,0,1,1,1,1.0,1 permit
Tan Chun Limited,0,1,0,0,0,1,1,1.0,1 permit
TANDOOR & KITCHEN LIMITED,0,0,0,0,1,1,1,1.0,1 permit
Taney Motors Limited,0,0,1,0,0,1,1,1.0,1 permit
Tang Abbey Limited,0,0,0,1,0,1,1,1.0,1 permit
Tango and Sons Haulage Limited,2,0,0,0,1,3,2,1.5,2-5 permits
Tank Pipe and Drain Longford T/A Glancy Enviro,0,0,1,0,0,1,1,1.0,1 permit
Tank Trans Ltd,0,0,2,2,0,4,2,2.0,2-5 permits
Taoa Retail Limited,1,0,0,0,0,1,1,1.0,1 permit
Tara International Education Services Limited,0,0,0,1,0,1,1,1.0,1 permit
Tara Winthrop Private Clinic Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Taradevi Foods Limited,1,0,0,0,0,1,1,1.0,1 permit
Tarrant International Transport Limited,2,1,0,3,4,10,4,2.5,6-20 permits
Tarstone Road Maintenance Ltd,0,0,0,0,1,1,1,1.0,1 permit
Tartano Limited,0,1,0,0,0,1,1,1.0,1 permit
TASTE OF GEORGIA LIMITED,0,0,2,0,0,2,1,2.0,2-5 permits
Taste of Joy Ltd,0,0,1,0,1,2,2,1.0,2-5 permits
Tastemaster Solutions LTD (Smash it),0,0,0,0,1,1,1,1.0,1 permit
Tasty Dynasty Chinese Takeaway Limited,1,0,0,0,0,1,1,1.0,1 permit
Tasty Up Limited,1,0,0,0,0,1,1,1.0,1 permit
Tata Consultancy Services Ireland Limited,1,0,1,1,0,3,3,1.0,2-5 permits
Tata Consultancy Services Limited,12,18,9,25,12,76,5,15.2,21-100 permits
Tata Elxsi Limited,3,1,0,0,0,4,2,2.0,2-5 permits
Tatiana Mazilu,0,0,0,1,0,1,1,1.0,1 permit
Taurleo Ltd,0,0,1,0,0,1,1,1.0,1 permit
Tavan Meats Ltd,0,0,1,0,0,1,1,1.0,1 permit
Taxcentral Limited,0,0,0,0,1,1,1,1.0,1 permit
TaxiFair Insurances Limited,0,1,0,0,0,1,1,1.0,1 permit
Taxlink Accountants limited,0,0,1,0,0,1,1,1.0,1 permit
TBD Retail Limited,1,0,0,0,0,1,1,1.0,1 permit
TD Freight Limited,2,0,0,0,0,2,1,2.0,2-5 permits
TD Global Finance Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
Teach Altranais Charna Cuideachta Neamhtheoranta,0,0,1,4,0,5,2,2.5,2-5 permits
Teach De Broc Limited,0,0,0,1,0,1,1,1.0,1 permit
Team Obair Ltd,0,0,0,1,0,1,1,1.0,1 permit
Teamed IE Limited,0,0,0,0,1,1,1,1.0,1 permit
Tech Divine Services Limited,0,1,0,0,0,1,1,1.0,1 permit
Tech Group Europe Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Tech Made Easy Limited,1,0,0,0,0,1,1,1.0,1 permit
Tech Mahindra Limited,3,0,1,0,1,5,3,1.7,2-5 permits
Techbay Technology Limited,1,0,0,0,0,1,1,1.0,1 permit
Techcontracting Limited,0,0,0,0,1,1,1,1.0,1 permit
TECHERA LIMITED,0,0,0,1,0,1,1,1.0,1 permit
Technimark Ireland Limited,0,0,4,2,0,6,2,3.0,6-20 permits
Technog Smart Solutions Limited,0,0,0,1,0,1,1,1.0,1 permit
Technological University Dublin,0,0,0,0,2,2,1,2.0,2-5 permits
Technological University of the Shannon: Midlands Midwest,0,0,1,0,1,2,2,1.0,2-5 permits
Techno-Path Manufacturing Limited,0,0,1,0,0,1,1,1.0,1 permit
Technowiz IT Solutions Limited,1,0,1,1,0,3,3,1.0,2-5 permits
Techrete Ireland Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Ted Brennan Motors Limited,0,0,6,0,0,6,1,6.0,6-20 permits
Tegan Innovations Limited,1,0,0,1,0,2,2,1.0,2-5 permits
Tekenable Limited,0,0,0,0,1,1,1,1.0,1 permit
Teleflex Medical Europe Limited,0,1,0,1,1,3,3,1.0,2-5 permits
Teleperformance Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Telfer Limited,0,0,0,1,0,1,1,1.0,1 permit
Telnyx Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Temenos Systems Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
Temple Bar Izakaya Limited,0,0,0,0,1,1,1,1.0,1 permit
Temple Crow Catering LTD,0,0,0,0,1,1,1,1.0,1 permit
Temple Inns Limited,0,0,0,1,0,1,1,1.0,1 permit
Templemichael Nursing Home Limited,2,0,0,3,1,6,3,2.0,6-20 permits
Templeogue College C.S.Sp.,0,0,1,0,0,1,1,1.0,1 permit
Tempside Limited,1,0,4,0,0,5,2,2.5,2-5 permits
Tenable Network Security Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Tenderstem Limited,0,1,0,0,0,1,1,1.0,1 permit
Tent Engineering Limited,0,0,0,1,0,1,1,1.0,1 permit
Teqnion Mobility Limited,1,0,0,0,0,1,1,1.0,1 permit
Terenure Lotts Limited,0,0,1,0,0,1,1,1.0,1 permit
Terenure Sports Club,0,0,1,0,0,1,1,1.0,1 permit
TerraGlen Residential Care Services Limited,0,11,0,0,0,11,1,11.0,6-20 permits
Tervis Technology Limited,1,0,0,0,0,1,1,1.0,1 permit
Tesco Ireland Ltd,0,1,0,0,0,1,1,1.0,1 permit
Test Triangle Limited,0,1,0,0,2,3,2,1.5,2-5 permits
TestReach Limited,0,1,0,1,0,2,2,1.0,2-5 permits
Tetra Pak Ireland Ltd,0,1,0,0,0,1,1,1.0,1 permit
TFC Designs Limited,0,0,1,0,0,1,1,1.0,1 permit
TH Mushrooms Ltd,0,0,3,0,0,3,1,3.0,2-5 permits
Thai BCT Limited,0,1,0,0,0,1,1,1.0,1 permit
Thali Nepal Restaurant Limited,0,0,0,0,1,1,1,1.0,1 permit
Thanh Loi Limited,0,0,1,0,0,1,1,1.0,1 permit
Tharuks Limited,0,0,0,0,3,3,1,3.0,2-5 permits
The Abbey Court Hostel Ltd,0,0,0,1,0,1,1,1.0,1 permit
The Anne Sullivan Centre Company Limited By Guarantee,0,1,0,0,0,1,1,1.0,1 permit
The Artisan Pizza Company Limited,0,0,0,0,1,1,1,1.0,1 permit
The Barn Food and Catering Company Limited,2,1,0,1,0,4,3,1.3,2-5 permits
The Beauty Maison Ltd,0,0,0,1,0,1,1,1.0,1 permit
The Big Nail Ltd,0,0,1,0,0,1,1,1.0,1 permit
The Black Wok (Blackrock) Limited,1,0,0,0,0,1,1,1.0,1 permit
The Blue Door,1,0,0,0,0,1,1,1.0,1 permit
The Bookshelf Limited,0,0,0,1,0,1,1,1.0,1 permit
The Bottle Room Limited,0,0,1,1,0,2,2,1.0,2-5 permits
The Brabazon Trust,0,1,0,0,1,2,2,1.0,2-5 permits
The Bretzel Trading Company Limited,0,0,1,2,0,3,2,1.5,2-5 permits
The Brindley Manor Federation Of Nursing Homes Limited,3,2,1,0,0,6,3,2.0,6-20 permits
The Brooklodge Hotel Partnership,1,0,0,0,0,1,1,1.0,1 permit
The Cartoon Saloon Limited,0,1,1,0,0,2,2,1.0,2-5 permits
The Celtic Whiskey Shop Limited,0,0,0,0,1,1,1,1.0,1 permit
THE COD BROTHERS (PORTUMNA) LIMITED,2,0,0,0,0,2,1,2.0,2-5 permits
The Community Foundation for Ireland,0,0,0,1,0,1,1,1.0,1 permit
The Compliance Partnership Ireland Limited,0,0,0,0,1,1,1,1.0,1 permit
The Congregation of the Sacred Hearts of Jesus and Mary Trust Company Limited by Guarantee,0,0,0,0,1,1,1,1.0,1 permit
The Connaught Retail Limited,1,0,0,0,0,1,1,1.0,1 permit
The Coombe Women & Infant University Hospital,0,0,1,0,0,1,1,1.0,1 permit
The Dragon Commanders Limited,0,0,0,1,0,1,1,1.0,1 permit
The Elm Collection Limited,2,1,0,1,0,4,3,1.3,2-5 permits
The Finest Food There Is Ltd,0,1,0,0,0,1,1,1.0,1 permit
The Food Spot Limited,0,0,1,0,0,1,1,1.0,1 permit
The Forge Mechanical Engineering Ltd,1,0,0,0,0,1,1,1.0,1 permit
The Frances Taylor Foundation Chapelizod CLG,0,1,3,1,0,5,3,1.7,2-5 permits
The Front Page Inn Ltd,0,1,1,0,0,2,2,1.0,2-5 permits
The Fruit People Limited,0,0,2,0,0,2,1,2.0,2-5 permits
The Gateway Hotel Management Company Limited,0,1,0,1,0,2,2,1.0,2-5 permits
The Grafton Hospitality Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
The Grainsman Kitchen Limited,0,0,1,0,0,1,1,1.0,1 permit
The Hills Cricket Club,0,0,0,1,0,1,1,1.0,1 permit
The Holy Grail Bar & Restaurant Bunclody Limited,0,0,0,0,1,1,1,1.0,1 permit
The Holy Grail Bar and Restaurant Ltd.,0,0,0,0,1,1,1,1.0,1 permit
The Holygrail Restaurant Wexford Limited,0,0,0,1,0,1,1,1.0,1 permit
The Hospital for the Relief of Poor Lying-In Women Dublin,1,0,0,1,0,2,2,1.0,2-5 permits
The Inn at Milltown,1,0,0,0,0,1,1,1.0,1 permit
The Inn on Hibernian Way Limited,0,1,0,1,0,2,2,1.0,2-5 permits
The Ireland Funds,1,0,0,0,0,1,1,1.0,1 permit
The Irish Chocolate Company Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
The Irish Cricket Union Company Limited by Guarantee,0,0,1,0,0,1,1,1.0,1 permit
The Irish Environmental Conservation Organisation For Youth -Unesco Clubs,0,1,0,0,0,1,1,1.0,1 permit
The Irish Times Designated Activity Company,0,0,0,1,0,1,1,1.0,1 permit
The Jade Palace House Ltd,0,0,1,0,0,1,1,1.0,1 permit
THE JOHN SCOTTUS EDUCATION TRUST COMPANY LIMITED BY GUARANTEE,0,1,0,0,0,1,1,1.0,1 permit
The Junction Restaurant Limited,0,0,0,1,1,2,2,1.0,2-5 permits
The K Club Limited,0,1,0,0,0,1,1,1.0,1 permit
The King Sitric Limited,1,0,0,0,0,1,1,1.0,1 permit
The Labour Party,0,0,1,0,0,1,1,1.0,1 permit
The Landmark Hotel Limited,1,0,0,1,2,4,3,1.3,2-5 permits
The Lantern House Group Limited,0,0,0,1,0,1,1,1.0,1 permit
The Lighthouse Centre Limited,0,1,0,0,0,1,1,1.0,1 permit
The Lodge at Ashford Castle Ltd,0,0,0,0,2,2,1,2.0,2-5 permits
The Moon Fast Food Limited,0,1,0,0,0,1,1,1.0,1 permit
The National Ballet of Ireland Company Limited by Guarantee,1,1,0,0,0,2,2,1.0,2-5 permits
The National Maternity Hospital,1,0,0,0,1,2,2,1.0,2-5 permits
The Nightingale Agency International Limited,0,0,0,1,0,1,1,1.0,1 permit
The OFL Catering Company Limited,0,0,1,0,0,1,1,1.0,1 permit
The Oval Creche,0,0,0,0,1,1,1,1.0,1 permit
The Peter Bradley Foundation,0,4,0,0,0,4,1,4.0,2-5 permits
The Piranha Bar Limited,1,0,0,0,0,1,1,1.0,1 permit
The Play Base Early Years Ltd,0,0,0,0,1,1,1,1.0,1 permit
The Pygmalion Public House Ltd,0,0,0,0,3,3,1,3.0,2-5 permits
The Red Egg Limited,0,0,1,0,0,1,1,1.0,1 permit
The Rehab Group CLG,4,3,2,0,3,12,4,3.0,6-20 permits
The Residence KK Limited,0,0,2,0,1,3,2,1.5,2-5 permits
The Residence PL Limited,5,0,1,0,0,6,2,3.0,6-20 permits
The Residence PM Limited,0,0,2,0,0,2,1,2.0,2-5 permits
The Ribs Gaucho BBQ Limited,1,0,0,0,1,2,2,1.0,2-5 permits
The Rider's Bike House Limited,0,0,0,0,1,1,1,1.0,1 permit
The Royal Dublin Golf Club,0,1,0,0,0,1,1,1.0,1 permit
The Schoolhouse Hotel Limited,0,0,0,1,0,1,1,1.0,1 permit
The Secret Bar Limited,0,0,1,0,0,1,1,1.0,1 permit
The Social House Limited,0,0,1,0,0,1,1,1.0,1 permit
The Society of Chartered Surveyors Ireland,1,0,0,0,0,1,1,1.0,1 permit
The Speckled Door Limited,0,0,1,0,0,1,1,1.0,1 permit
The Spitjack Limited,1,0,1,0,1,3,3,1.0,2-5 permits
The Templelogue Taverns Limited,0,0,0,1,0,1,1,1.0,1 permit
The Tipperary Cheese Co Ltd,0,0,2,2,0,4,2,2.0,2-5 permits
The Travel Department,0,0,0,0,1,1,1,1.0,1 permit
THE TURMERIC TALE LTD,0,0,0,1,0,1,1,1.0,1 permit
The Village Nursing Home Limited,1,2,1,0,1,5,4,1.2,2-5 permits
The Villiers Charitable Institutions Limerick,0,0,1,0,0,1,1,1.0,1 permit
The Warehouse Gym Ltd,2,0,0,1,0,3,2,1.5,2-5 permits
The West Cork Hotel Ltd,0,1,0,0,0,1,1,1.0,1 permit
The White Chestnut Tavern Ltd,0,0,0,0,1,1,1,1.0,1 permit
The Workman's Club Limited,0,1,2,0,0,3,2,1.5,2-5 permits
The Wyatt Hotel Unlimited,0,1,0,0,0,1,1,1.0,1 permit
THEATRE OF LIGHT LIMITED,0,0,1,0,0,1,1,1.0,1 permit
Thingamajig Ltd,0,0,0,1,0,1,1,1.0,1 permit
Think Ahead Limited,1,0,0,0,0,1,1,1.0,1 permit
Thistlemill Ltd,0,0,0,6,1,7,2,3.5,6-20 permits
THK Manufacturing of Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Thomas Duffy Stainless Steel Limited,0,1,0,0,0,1,1,1.0,1 permit
Thomas Garrett O'Neill Unlimited Company,0,0,0,0,1,1,1,1.0,1 permit
Thomas Harrington Heating & Plumbing Ltd,0,0,2,0,0,2,1,2.0,2-5 permits
Thomas Lenehan & Co. Limited,0,0,0,1,0,1,1,1.0,1 permit
Thomas Street Taverns LTD,0,0,1,1,0,2,2,1.0,2-5 permits
Thomas Treanor,1,0,0,1,1,3,3,1.0,2-5 permits
Thomas Walsh and Thomas Dunlea,0,0,0,0,1,1,1,1.0,1 permit
Thomond Care Services Limited,1,0,0,0,1,2,2,1.0,2-5 permits
Thomond Communications Ltd,0,2,1,0,0,3,2,1.5,2-5 permits
Thompson Project Management Limited,1,0,0,0,1,2,2,1.0,2-5 permits
ThreatDown Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Three Ireland (Hutchison) Limited,0,1,0,0,0,1,1,1.0,1 permit
Three Tigers Food Ltd,0,1,0,0,0,1,1,1.0,1 permit
Thumbelinas Nursery,0,0,0,0,1,1,1,1.0,1 permit
Thunder Road Cafe Limited,1,1,0,0,0,2,2,1.0,2-5 permits
Ti Rushmore Limited,4,0,0,0,2,6,2,3.0,6-20 permits
TIANGS FOOD LTD,0,1,0,0,0,1,1,1.0,1 permit
Tico Mail Works Limited,0,0,0,1,0,1,1,1.0,1 permit
TIDY MECHANICAL REPAIRS LIMITED,1,0,0,0,0,1,1,1.0,1 permit
Tiernaneill Mushrooms Limited,4,16,1,0,0,21,3,7.0,21-100 permits
Tierney's Office Automation Limited,0,1,0,1,1,3,3,1.0,2-5 permits
Tiger Tiger Restaurant Limited,0,0,0,2,0,2,1,2.0,2-5 permits
Tiger Time Limited,2,0,0,0,0,2,1,2.0,2-5 permits
TIGL Ireland Enterprises Limited,0,0,0,0,1,1,1,1.0,1 permit
TikTok Technology Limited,5,4,2,5,5,21,5,4.2,21-100 permits
TileStyle (IRL) Limited,0,0,0,0,1,1,1,1.0,1 permit
Tim Crowley Limited,0,2,2,0,0,4,2,2.0,2-5 permits
Timbertoes Unlimited Company,1,0,0,0,0,1,1,1.0,1 permit
Timoney Dynamic Solutions Limited,0,0,1,0,0,1,1,1.0,1 permit
Timothy Martin Walsh,0,0,1,0,0,1,1,1.0,1 permit
Tin Hung Chinese Takeaway Limited,0,0,1,0,0,1,1,1.0,1 permit
Tinnypark Residential Care Limited,1,0,2,2,3,8,4,2.0,6-20 permits
Tipperary Healthcare Limited,0,0,1,0,0,1,1,1.0,1 permit
Tipperary Sustainable Food Company,1,0,0,6,7,14,3,4.7,6-20 permits
Tirlán Limited,0,0,0,0,1,1,1,1.0,1 permit
Tirnua Capital Partners Limited,0,1,0,0,0,1,1,1.0,1 permit
Tivoli Investments Limited,0,0,1,0,1,2,2,1.0,2-5 permits
Tizzard Holdings Unlimited Company,0,0,1,0,1,2,2,1.0,2-5 permits
TKY Nursing and Healthcare Agencies Limited,0,1,0,0,0,1,1,1.0,1 permit
TLC Health Services Limited,10,3,7,5,1,26,5,5.2,21-100 permits
TLC Vision Europe Limited,0,0,0,1,0,1,1,1.0,1 permit
TLI Group Limited,2,1,18,12,0,33,4,8.2,21-100 permits
TMC Siteworks Limited,0,0,0,1,0,1,1,1.0,1 permit
Tmech Heating Plumbing Ltd,1,1,0,0,2,4,3,1.3,2-5 permits
To Protect Security Limited,0,1,0,0,0,1,1,1.0,1 permit
Toasttab Ireland Limited,3,1,0,2,2,8,4,2.0,6-20 permits
Tobar Farms Unlimited,0,0,3,0,1,4,2,2.0,2-5 permits
Tobin Consulting Engineers,0,2,1,1,2,6,4,1.5,6-20 permits
Tokyo Electron Europe Limited,0,2,0,0,3,5,2,2.5,2-5 permits
Tom & Carmel Supple & Totl Farms Limited,0,0,1,1,0,2,2,1.0,2-5 permits
Tom Comerford Limited,0,0,0,0,1,1,1,1.0,1 permit
Tom Moloney,0,0,0,1,0,1,1,1.0,1 permit
Tom Murphy Mary Murphy & Dermot Murphy Partnership,1,0,0,0,0,1,1,1.0,1 permit
Tomi House Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Tomval Holdings Limited,0,0,0,1,0,1,1,1.0,1 permit
Tong Seng Chong,1,0,0,1,0,2,2,1.0,2-5 permits
Tonon Limited,0,0,0,1,0,1,1,1.0,1 permit
Tony Egan Transport Limited,0,0,0,0,1,1,1,1.0,1 permit
Tony O’Reilly Farm Limited,0,0,1,0,0,1,1,1.0,1 permit
Tony's Shop Limited,0,0,0,1,0,1,1,1.0,1 permit
Toolbank Ireland Ltd,1,1,0,0,0,2,2,1.0,2-5 permits
Top Auto Garage,0,0,1,0,0,1,1,1.0,1 permit
Top in Town Foods Ltd,0,0,0,0,1,1,1,1.0,1 permit
Top Range Catering Limited,0,1,1,0,1,3,3,1.0,2-5 permits
Top Walker Limited,1,0,0,0,0,1,1,1.0,1 permit
Toppan Security Ireland Teoranta,0,0,1,0,1,2,2,1.0,2-5 permits
Torres Moria Services Limited,0,0,1,0,0,1,1,1.0,1 permit
Torriam Hotel Operating Company Limited,0,2,1,1,0,4,3,1.3,2-5 permits
Total Highway Maintenance Limited,0,0,1,0,0,1,1,1.0,1 permit
Total ICT Services Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Tots Creche and Daycare Nursery Limited,0,0,2,1,0,3,2,1.5,2-5 permits
TouchPlus Technologies Ltd,0,0,1,0,0,1,1,1.0,1 permit
Tower Solutions Tullamore Ltd,0,0,0,1,0,1,1,1.0,1 permit
Townbe Unlimited Company,0,0,1,0,0,1,1,1.0,1 permit
Townlink Construction,1,0,0,0,0,1,1,1.0,1 permit
TPQH Limited,1,0,0,1,0,2,2,1.0,2-5 permits
TQ Transport Limited,0,0,1,0,0,1,1,1.0,1 permit
Tractebel Engineering Ireland Limited t/a Red Engineering Design Ireland,1,0,0,0,0,1,1,1.0,1 permit
Traditional Meat Company (Ireland) Unlimited Company,0,0,0,1,3,4,2,2.0,2-5 permits
Traffic Management Installations Ltd,0,1,1,0,1,3,3,1.0,2-5 permits
Transitions Optical Ltd,0,1,0,0,0,1,1,1.0,1 permit
Transport Insights Limited,0,0,0,0,1,1,1,1.0,1 permit
Transton Logistics Limited,0,1,1,0,0,2,2,1.0,2-5 permits
Transway Spares Ltd,0,0,1,0,0,1,1,1.0,1 permit
Travglen Limited,3,1,0,0,1,5,3,1.7,2-5 permits
Treacy Mckenna Post Limited,1,0,0,0,0,1,1,1.0,1 permit
Treaty United FC,1,0,0,0,0,1,1,1.0,1 permit
TREND TECHNOLOGIES MULLINGAR LIMITED,0,0,1,0,0,1,1,1.0,1 permit
Trevionyx Energy Limited,0,0,0,0,1,1,1,1.0,1 permit
Tricel (Killarney) Unlimited Company,2,0,0,0,1,3,2,1.5,2-5 permits
Tricia McCarthy,0,1,0,0,0,1,1,1.0,1 permit
Tricon Automation Ireland Limited,0,0,1,0,0,1,1,1.0,1 permit
Trim Formworks Limited,0,3,0,3,4,10,3,3.3,6-20 permits
Trindent Consulting Limited,0,0,1,0,0,1,1,1.0,1 permit
Trinity Biotech Manufacturing Limited,0,1,0,0,0,1,1,1.0,1 permit
Trinity College Dublin Academy of Dramatic Arts - The Lir Academy,0,0,0,0,1,1,1,1.0,1 permit
"Trinity College Dublin, the University of Dublin",2,2,0,2,3,9,4,2.2,6-20 permits
Trinity Leisure Holdings Limited,0,1,0,0,0,1,1,1.0,1 permit
Trinity Support & Care Services Ltd,0,1,1,0,1,3,3,1.0,2-5 permits
Trinseo Services Ireland Limited,0,0,0,1,0,1,1,1.0,1 permit
Trionview Limited,0,1,0,0,0,1,1,1.0,1 permit
TripAdvisor Ireland Limited,0,1,0,0,0,1,1,1.0,1 permit
Triplett Limited,1,0,1,0,0,2,2,1.0,2-5 permits
Triur Construction Limited,0,1,0,0,0,1,1,1.0,1 permit
Troia (UK) Restaurants Limited,2,0,1,1,1,5,4,1.2,2-5 permits
Trojan Warriors CLG,2,0,0,0,0,2,1,2.0,2-5 permits
TRS Catering Limited,0,1,0,0,0,1,1,1.0,1 permit
Truata Limited,0,0,0,1,0,1,1,1.0,1 permit
